study,pubmed.id,country,authors,title,publication,doi,email,year,Study,UniqueStudy,Etiology,lingual,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,Handedness,MRI Machine,Coils,MRI Tesla,Flip Angle,Repitition Time(ms),Echo Time (ms),Inversion Time (ms) ,NumberExcitations(NEX),AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,FWHM,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,SummaryLeaning,MeanControl,SDControl,MeanHL,SDHL,Z score,F test,t-value,P-value,ClusterSize,DoubleChecked,References,ScopusCitations
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,occipital,V1,bilateral,volume,GM,,,decrease,0.2382,0.11826418,,,,,,,,,0.4019,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,occipital,V1,bilateral,Surface,GM,,,decrease,0.0222,0.01109932,,,,,,,,,0.9376,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,occipital,V1,bilateral,CT,GM,,,decrease,0.272,0.13475945,,,,,,,,,0.3389,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,frontal,SFG,bilateral,volume,GM,,,decrease,0.1042,0.05202943,,,,,,,,,0.7131,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,frontal,SFG,bilateral,Surface,GM,,,decrease,0.1588,0.07915089,,,,,,,,,0.5755,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,34,10,24,69.14,0.89,,,,,,,,,,,none,20,11,9,24.34,0.51,,,right,Siemenes Trio,12 Channel,3,,2300,4.63,900,,,,,,,MP-RAGE,T1,VBM,,,FreeSurfer,,,,,frontal,SFG,bilateral,CT,GM,,,decrease,0.0688,0.03437966,,,,,,,,,0.8081,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,brainstem,acoustic radiation,bilateral,FA,WM,,,increase,0.2816,0.13942476,,,,,,,,,0.4221,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,brainstem,acoustic radiation,bilateral,MD,WM,,,decrease,0.0457,0.02284404,,,,,,,,,0.8959,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,brainstem,acoustic radiation,bilateral,AD,WM,,,increase,0.1731,0.08622764,,,,,,,,,0.6208,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,brainstem,acoustic radiation,bilateral,RD,WM,,,decrease,0.1919,0.09551135,,,,,,,,,0.5836,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,HG,bilateral,FA,WM,,,decrease,0.3203,0.15813492,,,,,,,,,0.3619,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,HG,bilateral,MD,WM,,,decrease,0.6535,0.31059022,,,,,,,,,0.0675,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,HG,bilateral,AD,WM,,,decrease,0.3437,0.16936728,,,,,,,,,0.3283,,y,y,y
Profant et al. Neuroscience,24333969,Czech,"Profant O, Škoch A, Balogová Z, Tintěra J, Hlinka J, Syka J.",Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging. Diffusion tensor imaging and MR morphometry of the central auditory pathway and auditory cortex in aging.,Neuroscience. 2014 Feb 28;260:87-97.,https://doi.org/10.1016/j.neuroscience.2013.12.010,profant@biomed.cas.cz,2014,60,50,acquired,Postlingual,bilateral,mild/moderate,27,14,13,69.235,0.97,,,,,,,,,,,none,12,4,8,25.3,0.72,,,right,Siemenes Trio,12 Channel,3,,8000,88,,,,,,2,,SE-EPI,SE-EPI,DTI,,64,FMRIB,,,,,temporal lobe,HG,bilateral,RD,WM,,,decrease,0.7478,0.35021997,,,,,,,,,0.0377,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,Total Cortex,Total Cortex,bilateral,volume,GM+WM,,,increase,0.68,0.32190273,,979.6,,979.9,,,,,0.02,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,Total Cortex,Total Cortex (Without Temporal Lobe),bilateral,volume,GM+WM,,,increase,0.63,0.30044657,,879.6,,879.8,,,,,0.03,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,Total Cortex,Total,bilateral,volume,CSF,,,decrease,0.02,0.0099995,,29.8,,30.8,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,Total Cortex,Total GM,bilateral,volume,GM,,,increase,0.62,0.29609877,,530.3,,535.1,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,Total Cortex,Total WM,bilateral,volume,WM,,,increase,0.45,0.2195122,,449.5,,444.9,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,frontal,frontal,bilateral,volume,GM,,,increase,0.5,0.24253563,,155.1,,156.9,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,Temporal,bilateral,volume,GM,,,increase,0.67,0.31764972,,114.2,,114.8,,,,,0.02,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,parietal,Parietal,bilateral,volume,GM,,,increase,0.14,0.06982913,,85.5,,86.1,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,occipital,occipital lobe,bilateral,volume,GM,,,decrease,0.55,0.26515648,,75.4,,74.2,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,frontal,frontal,bilateral,volume,WM,,,decrease,0.51,0.24709291,,173.6,,173.3,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,Temporal,bilateral,volume,WM,,,decrease,0.03,0.01499831,,100.3,,99.9,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,parietal,Parietal,bilateral,volume,WM,,,decrease,0.39,0.19139505,,97.7,,96.9,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,occipital,occipital lobe,bilateral,volume,WM,,,decrease,0.39,0.19139505,,45.2,,43.8,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,STG,right,volume,GM+WM,,,increase,1.02,0.45432608,,13.9,,14.1,,,,,0.003,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,MTG,right,volume,GM+WM,,,same,0.6,0.28734789,,21.8,,31.8,,,,,0.04,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,ITG,right,volume,GM+WM,,,increase,1.14,0.49520304,,7.74,,8.03,,,,,0.01,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,entorhinal,Hippocampus ,right,volume,GM+WM,,,decrease,0.2,0.09950372,,3.22,,3.21,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,entorhinal,parahippocampal,right,volume,GM+WM,,,increase,1.18,0.50814886,,2.03,,2.08,,,,,0.009,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,entorhinal,entorhinal cortex,right,volume,GM+WM,,,increase,0.34,0.16759549,,1.35,,1.37,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,entorhinal,perirhinal cortex,right,volume,GM+WM,,,increase,0.26,0.12891523,,1.27,,1.35,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,STG,left,volume,GM+WM,,,increase,0.64,0.30477573,,15.3,,15.7,,,,,,,y,y,y
Lin et al. Neuroimage,24412398,USA,"Lin FR, Ferrucci L, An Y, Goh JO, Doshi J, Metter EJ, Davatzikos C, Kraut MA, Resnick SM.",Association of hearing impairment with brain volume changes in older adults.,Neuroimage. 2014 Apr 15;90:84-92.,https://doi.org/10.1016/j.neuroimage.2013.12.059,flin1@jhmi.edu,2014,61,51,acquired,Postlingual,bilateral,mild/moderate/severe,51,40,11,73.8,7.3,,,,,,,,,,,none,75,36,39,67,6.9,,,,GE Signa,,1.5,45,35,5,,1,256,256,,1.5,24,SPGR,T1,VBM,,,RAVENS,,,,,temporal lobe,MTG,left,volume,GM+WM,,,increase,1.48,0.59484301,,17.3,,17.4,,,,,,,y,y,y
