Checked-RK,Checked-FAM,study,year,Study,UniqueStudy,Etiology,Side deaf,Severeity,Number Hearing loss,HL Male,HL Female,HL age,HL Age sd,HL rangeLow,HL rangeHigh,Avg dB HL mean,Avg dB HL SD,LeftEarHL-mean,LeftEarHL-sd,LeftEarHL-range,RightEarHL-mean,RightEarHL-sd,RightEarHL-range,SIGN,Number Control,Con Male,Con Female,Con Age,Con Age sd,Con rangeLow,Con rangeHigh,MRI Tesla,AcqMatrix-x,AcqMatrix-y,Slices,thickness(mm),FOV (cm),Type,GeneralType,Technique,Directions,System,MNI-x,MNI-y,MNI-z,Brodmann,Big area,ROI,Side,measure,matter,normal leaning,Deaf leaning,effect,Cohen's d,CC r ,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,frontal,frontal lobe,bilateral,VBM,GM,,,increase,0.4118,0.2017,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,cingulate cortex,limbic lobe,bilateral,VBM,GM,,,increase,0.1178,0.0588,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,occipital,occipital lobe,bilateral,VBM,GM,,,increase,0.0232,0.0116,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,parietal,parietal lobe,bilateral,VBM,GM,,,increase,0.4803,0.2335,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,temporal lobe,temporal lobe,bilateral,VBM,GM,,,increase,0.3406,0.1679,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,corpus callosum,splenium of corpus callosum,bilateral,VBM,WM,,,increase,0.7428,0.3482,
,,Leporé et al. Hum Brain Mapp,2010,39,29,congenital,bilateral,profound,14,7,7,29.5,,,,90,,90,,,90,,,ASL,16,24,8,8,,,,1.5,256,256,,1,25,MP-RAGE,T1,VBM,,in-house,,,,,corpus callosum,corpus callosum genu,bilateral,VBM,WM,,,increase,0.4118,0.2017,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,53,-19,2,BA41,temporal lobe,STG,right,FA,WM,,,decrease,0.5868,0.2815,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,-40,-27,7,BA41,temporal lobe,HG,left,FA,WM,,,decrease,0.4392,0.2145,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,17,-36,28,,corpus callosum,splenium of corpus callosum,bilateral,FA,WM,,,decrease,0.4128,0.2021,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,53,-19,2,BA41,temporal lobe,STG,right,AD,WM,,,decrease,0.1481,0.0738,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,-40,-27,7,BA41,temporal lobe,HG,left,AD,WM,,,increase,0.3933,0.193,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,17,-36,28,,corpus callosum,splenium of corpus callosum,bilateral,AD,WM,,,decrease,0.4319,0.2111,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,53,-19,2,BA41,temporal lobe,STG,right,RD,WM,,,increase,1.1113,0.4857,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,-40,-27,7,BA41,temporal lobe,HG,left,RD,WM,,,increase,1.1146,0.4868,
,,Li et al. Hum Brain Mapp,2012,40,30,congenital,bilateral,profound,60,22,38,21.1,2.26,17,28,100.5,7.37,100.1,7.73,91-120,101.3,7.68,91-120,CSL,38,17,21,21.8,2.25,17,28,3,128,128,47,2.5,23,SE-EPI,SE-EPI,DTI,64,FMRIB,17,-36,28,,corpus callosum,splenium of corpus callosum,bilateral,RD,WM,,,increase,0.8986,0.4098,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,acoustic radiation,bilateral,FA,WM,,,decrease,9.2346,0.9773,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,acoustic radiation,bilateral,Mean Kurtosis,WM,,,decrease,0.4437,0.2166,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,TB,bilateral,FA,WM,,,decrease,2.2013,0.7401,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,TB,bilateral,Mean Kurtosis,WM,,,decrease,5.0745,0.9303,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,FA,WM,,,decrease,1.5965,0.6239,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,Mean Kurtosis,WM,,,decrease,3.9299,0.8912,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,MGB,bilateral,FA,WM,,,decrease,1.2649,0.5345,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,MGB,bilateral,Mean Kurtosis,WM,,,decrease,2.525,0.7839,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,HG,bilateral,FA,WM,,,decrease,2.9263,0.9977,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,HG,bilateral,Mean Kurtosis,WM,,,decrease,3.1275,0.8425,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,middle frontal gyrus,bilateral,FA,WM,,,decrease,4.1429,0.9006,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,middle frontal gyrus,bilateral,Mean Kurtosis,WM,,,decrease,3.9344,0.8914,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,inferior frontal gyrus,bilateral,FA,WM,,,decrease,4.1708,0.9017,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,inferior frontal gyrus,bilateral,Mean Kurtosis,WM,,,decrease,2.5142,0.7826,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,MTG,bilateral,FA,WM,,,increase,1.3339,0.5549,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,MTG,bilateral,Mean Kurtosis,WM,,,decrease,2.863,0.8198,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,STG,bilateral,FA,WM,,,decrease,6.0195,0.949,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,STG,bilateral,Mean Kurtosis,WM,,,increase,3.0171,0.8335,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,Angular gyrus,bilateral,FA,WM,,,decrease,3.4289,0.8637,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,Angular gyrus,bilateral,Mean Kurtosis,WM,,,decrease,5.235,0.9341,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,supramarginal gyrus,bilateral,FA,WM,,,decrease,1.0406,0.4616,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,supramarginal gyrus,bilateral,Mean Kurtosis,WM,,,decrease,3.67,0.8781,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,entorhinal,Hippocampus,bilateral,FA,WM,,,decrease,2.2013,0.7401,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,3,7,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,3,8,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,entorhinal,Hippocampus,bilateral,Mean Kurtosis,WM,,,decrease,1.6933,0.6462,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,acoustic radiation,bilateral,FA,WM,,,decrease,6.2563,0.9525,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,acoustic radiation,bilateral,Mean Kurtosis,WM,,,increase,0.6338,0.3021,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,TB,bilateral,FA,WM,,,increase,0.1754,0.0874,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,TB,bilateral,Mean Kurtosis,WM,,,decrease,2.2293,0.7443,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,FA,WM,,,decrease,2.9286,0.8258,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,SON,bilateral,Mean Kurtosis,WM,,,increase,0.2349,0.1166,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,MGB,bilateral,FA,WM,,,increase,0.9285,0.4211,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,brainstem,MGB,bilateral,Mean Kurtosis,WM,,,decrease,0.515,0.2494,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,HG,bilateral,FA,WM,,,decrease,5.2197,0.9338,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,HG,bilateral,Mean Kurtosis,WM,,,increase,1.7786,0.6645,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,middle frontal gyrus,bilateral,FA,WM,,,decrease,3.9271,0.8911,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,middle frontal gyrus,bilateral,Mean Kurtosis,WM,,,increase,1.0686,0.4712,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,inferior frontal gyrus,bilateral,FA,WM,,,decrease,1.9755,0.7027,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,frontal,inferior frontal gyrus,bilateral,Mean Kurtosis,WM,,,increase,1.7489,0.6583,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,MTG,bilateral,FA,WM,,,decrease,1.3644,0.5635,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,MTG,bilateral,Mean Kurtosis,WM,,,decrease,1.0226,0.4553,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,STG,bilateral,FA,WM,,,decrease,0.1342,0.0669,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,temporal lobe,STG,bilateral,Mean Kurtosis,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,Angular gyrus,bilateral,FA,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,Angular gyrus,bilateral,Mean Kurtosis,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,supramarginal gyrus,bilateral,FA,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,parietal,supramarginal gyrus,bilateral,Mean Kurtosis,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,entorhinal,Hippocampus,bilateral,FA,WM,,,same,0,0,
,,Zheng et al. Sci Rep,2017,41,31,congenital,bilateral,profound,72,38,34,4.7,1,1,3,90,,90,,,90,,,CSL,38,21,17,4.2,0.5,1,3,3,256,256,,,,DKI  ,SE-EPI,DTI,15,GE-Work,,,,,entorhinal,Hippocampus,bilateral,Mean Kurtosis,WM,,,same,0,0,
,,Alfandari et al. Trends Hear,2018,42,32,mixed,bilateral,moderate/severe,17,5,12,46.65,15.66,20,63,49.8,7.3,,,,,,,None,17,5,12,45.88,15.56,20,62,3,220,220,166,1,,MP-RAGE,SE-EPI,VBM,,SPM,36,-57,36,BA39,parietal,Angular gyrus,right,volume,GM,,,increase,1.6018,0.6251,
,,Alfandari et al. Trends Hear,2018,42,32,mixed,bilateral,moderate/severe,17,5,12,46.65,15.66,20,63,49.8,7.3,,,,,,,None,17,5,12,45.88,15.56,20,62,3,220,220,166,1,,MP-RAGE,SE-EPI,VBM,,SPM,-38,-76,-11,BA19,occipital,Fusiform gyrus,left,volume,WM,,,decrease,1.4166,0.578,
